title;image_url;link_url;tags
"Промо-лендинг для социальной сети ""ШМОТКИ""";https://github.com/dmitriy0brsnv/dimaberesnev/blob/main/shmotki_preview_tilda.png?raw=true;https://dimaberesnev.ru/case/shmotki_promo_landing;UI / UX 
